No	LINES_ID	ARRAY_ID	RILS_NAME	SEED_FROM	11YN_NAME	11YN_SEED_NUMBER	11YXH_NAME	11YXH_SEED_NUMBER	12RIL_NAME	12RIL_SEED_NUMBER	NOTES	
44	BB042	HZAU-643-1	BY804/B73 RIL	HO051	11YN2103	100	11YXH2151	99	12RIL0043	100	100/200 means more than 100/200;0 means missing;in three bags(12RIL)	
45	BB043	HZAU-644-2	BY804/B73 RIL	10YXH0757	11YN2113	100	11YXH2152	100	12RIL0044	200	100/200 means more than 100/200;0 means missing	
46	BB044	HZAU-645-2	BY804/B73 RIL	10YXH0758	11YN2125	0	11YXH2153	100	12RIL0045	200	100/200 means more than 100/200;0 means missing	
47	BB045	HZAU-646-1	BY804/B73 RIL	10YXH0759	11YN1983	0	11YXH2154	40	12RIL0046	200	100/200 means more than 100/200;0 means missing	
48	BB046	HZAU-647-2	BY804/B73 RIL	HO055	11YN1994	0	11YXH2155	30	12RIL0047	200	100/200 means more than 100/200;0 means missing	
49	BB047	HZAU-648-1	BY804/B73 RIL	HO056	11YN2173	0	11YXH2156	100	12RIL0048	200	100/200 means more than 100/200;0 means missing	
50	BB048	HZAU-649-1	BY804/B73 RIL	10YXH0760	11YN2070	100	11YXH2157	100	12RIL0049	200	100/200 means more than 100/200;0 means missing	
51	BB049	HZAU-650-2	BY804/B73 RIL	HO060	11YN1974	0	11YXH2158	100	12RIL0050	200	100/200 means more than 100/200;0 means missing	
52	BB050	HZAU-651-2	BY804/B73 RIL	HO061	11YN2169	0	11YXH2159	8	12RIL0051	200	100/200 means more than 100/200;0 means missing	
53	BB051	HZAU-652-1,652-2	BY804/B73 RIL	10YXH0761	11YN2119	100	11YXH2160	100	12RIL0052	200	100/200 means more than 100/200;0 means missing	
54	BB052	HZAU-653-1	BY804/B73 RIL	10YXH0762	11YN2027	100	11YXH2161	5	12RIL0053	0	100/200 means more than 100/200;0 means missing	
55	BB053	HZAU-654-1,654-2	BY804/B73 RIL	HO064	11YN2123	100	11YXH2162	100	12RIL0054	200	100/200 means more than 100/200;0 means missing	
56	BB054	HZAU-655-2,655-1	BY804/B73 RIL	HO065	11YN2170	100	11YXH2163	100	12RIL0055	200	100/200 means more than 100/200;0 means missing	
57	BB055	HZAU-656-2	BY804/B73 RIL	HO066	11YN2055	0	11YXH2164	18	12RIL0056	0	100/200 means more than 100/200;0 means missing	
58	BB056	HZAU-657-2	BY804/B73 RIL	HO067	11YN2109	100	11YXH2165	100	12RIL0057	200	100/200 means more than 100/200;0 means missing	
59	BB057	HZAU-658-2	BY804/B73 RIL	10YXH0763	11YN2135	15	11YXH2166	0	12RIL0058	0	100/200 means more than 100/200;0 means missing	
60	BB058	HZAU-659-2	BY804/B73 RIL	HO070	11YN2108	100	11YXH2167	0	12RIL0059	200	100/200 means more than 100/200;0 means missing	
61	BB059	HZAU-660-1,660-2	BY804/B73 RIL	HO072	11YN2138	100	11YXH2168	100	12RIL0060	200	100/200 means more than 100/200;0 means missing	
62	BB060	HZAU-661-2	BY804/B73 RIL	10YXH0765	11YN1976	100	11YXH2169	25	12RIL0061	200	100/200 means more than 100/200;0 means missing	
63	BB061	HZAU-662-1	BY804/B73 RIL	HO074	11YN1987	100	11YXH2170	100	12RIL0062	200	100/200 means more than 100/200;0 means missing	
64	BB062	HZAU-663-1	BY804/B73 RIL	HO075	11YN2067	100	11YXH2171	100	12RIL0063	200	100/200 means more than 100/200;0 means missing;use the red cob(12RIL)	
65	BB063	HZAU-664-2	BY804/B73 RIL	HO076	11YN2054	100	11YXH2172	22	12RIL0064	0	100/200 means more than 100/200;0 means missing	
66	BB064	HZAU-665-2	BY804/B73 RIL	HO077	11YN2175	0	11YXH2173	100	12RIL0065	200	100/200 means more than 100/200;0 means missing	
67	BB065	666-1-2-A	BY804/B73 RIL	10YXH0766	11YN2114	33	11YXH2174	100	12RIL0066	100	100/200 means more than 100/200;0 means missing;in two bags(12RIL)	
68	BB066	HZAU-667-2	BY804/B73 RIL	HO080	11YN2080	100	11YXH2175	100	12RIL0067	200	100/200 means more than 100/200;0 means missing	
69	BB067	668-1-2	BY804/B73 RIL	HO081	11YN1973	100	11YXH2176	100	12RIL0068	200	100/200 means more than 100/200;0 means missing	
70	BB068	HZAU-669-1	BY804/B73 RIL	HO082	11YN2022	0	11YXH2177	100	12RIL0069	200	100/200 means more than 100/200;0 means missing	
