Trait	Plantheight	Earheight	Earleafwidth	Earleaflength	Tasselmainaxislength	Tasselbranchnumber	Leafnumberaboveear	Earlength	Eardiameter	Cobdiameter	Earrownumber	Kernernumberperrow	grainweight	cobweight	kernellength	Kernelwidth	Kernelthickness	Silkingtime	Pollenshed	Headingdate	cobcolor
BY804	200.6345716	64.48291184	9.012794419	67.67145061	32.35833864	7.578462573	5.326164984	9.999999999	3.585033197	67.67145061	9.999999999	22.43741537	22.51432647	15.58990509	8.818807439	8.86586473	4.712687339	75.4217	70.0436	66.6946	0
BY807	163.4589345	64.61275043	9.999999999	62.63289817	30.00913506	9.999999999	4.838814089	9.999999999	3.620961232	62.63289817	9.999999999	20.68338485	22.13857138	12.64531439	9.432833229	8.831617237	4.682204065	73.7391	70.4672	66.59	0
BY809	167.8471476	63.47660048	9.657016327	64.55532322	29.01053503	7.669686192	5.091239909	9.999999999	3.310339739	64.55532322	9.999999999	23.99481333	20.1955477	11.11572038	8.98953141	7.758187646	4.213088368	73.1055	68.8982	66.1201	0
BY813	180.1289435	77.59105878	9.999999999	60.84518937	29.63981029	4.783531069	4.837286496	9.999999999	3.855231147	60.84518937	9.999999999	23.69074757	22.57862071	15.56939116	9.24538996	7.982797529	4.828017952	74.4886	68.909	64.5694	0
BY815	165.6394765	73.0054322	9.999999999	59.0342907	30.31712182	6.184358	4.750267495	9.999999999	3.807472941	59.0342907	9.999999999	21.3948308	20.6721623	12.1132092	8.852617923	8.107922767	4.63198494	74.3318	70.4731	67.26902	0
BY843	147.7464086	55.28102987	9.50579821	65.14423336	29.81754452	9.999999999	5.720973337	9.999999999	3.779493978	65.14423336	9.999999999	19.72026579	-999.0	16.1343353	8.959232371	7.898108557	4.551581717	75.9411	71.9048	70.1413	NA
BY855	202.6029399	84.88843734	8.872781313	63.65653185	29.68472123	7.484752347	5.479359764	9.999999999	3.600717517	63.65653185	9.999999999	25.01087522	20.99244131	19.54266599	8.913493659	7.423002938	4.244835354	72.5614	70.24457	68.0403	0
BZN	136.9363736	17.63127502	7.735904067	56.46834867	27.93586967	2.530939737	6.635022887	9.605486283	3.1166921	56.46834867	9.999999999	17.00184828	16.92277945	7.199251019	7.412860537	7.2815459	4.672926547	60.5787	60.784	57.4414	0
C8605	144.3444414	52.38407417	8.010419049	59.57903258	23.80820602	6.654942606	4.623468378	9.999999999	3.487617367	59.57903258	9.999999999	19.89653579	22.81692801	14.7787395	9.430550752	9.02852223	5.028293183	72.833	71.0458	68.1307	NA
CA47	169.8906439	58.87434847	7.627977298	67.23924973	29.18877825	8.663939359	5.519573394	9.999999999	3.704124605	67.23924973	9.999999999	20.40925066	20.77819524	10.15098878	8.556268374	6.940559986	4.476773307	73.2038	70.022	66.9247	0
CF3	187.4655826	80.24284351	9.262192763	67.87617735	23.75577885	5.864346353	6.162991471	9.999999999	4.28280307	67.87617735	9.999999999	21.7185715	24.93065829	20.9597331	9.635117426	7.835461882	4.425084278	71.1694	72.3593	67.26902	1
CHANG3	165.0896024	34.96825977	7.864249414	62.49641368	33.03326856	5.114664544	5.390999203	9.999999999	3.366729345	62.49641368	9.999999999	18.98289617	20.07055563	12.30225528	8.323856743	8.255365933	4.890285543	64.9593	61.1179	59.3381	1
CHANG7-2	128.7440348	50.7339326	8.191311277	60.33540924	22.23252542	9.999999999	4.388667641	9.414447217	3.766861886	60.33540924	9.999999999	20.71765163	19.6465819	8.878811245	8.805895681	7.959050663	4.796185002	68.0644	67.1282	65.1396	0
CHENG698	172.8190433	64.0099284	9.209687848	73.50616259	29.69217902	4.12485028	5.440377164	9.999999999	3.840724091	73.50616259	9.999999999	21.85527792	19.87563906	18.53163696	9.576297198	7.219006999	4.012897402	75.4523	70.6898	68.9329	0
CHUAN48-2	178.6544587	62.59440071	8.988729666	63.09922018	27.00737492	9.999999999	6.441888039	9.999999999	3.874463617	63.09922018	9.999999999	21.78848833	23.62400451	14.3153452	9.622205668	8.023078585	4.584127445	73.0967	71.4689	69.3792	0
CI7	193.9470019	71.08524343	7.808794892	73.16813395	35.32250209	5.79317544	5.802487055	9.999999999	3.862105207	73.16813395	9.999999999	21.3150256	20.37029338	15.97972937	9.542704441	7.397547893	4.357870109	72.6968	70.4731	67.5562	0
CIMBL1	184.7092465	64.42572103	9.179059982	68.35387307	30.19334245	9.999999999	5.376910755	9.999999999	3.641752076	68.35387307	9.999999999	22.34960676	22.72725432	13.87460954	9.485914897	7.796747324	4.544366653	68.3856	66.683	63.5776	1
CIMBL10	180.2614166	61.09010583	8.050204319	90.87381402	28.94267121	9.362861462	6.729812157	9.999999999	3.684975144	90.87381402	9.999999999	22.95141698	22.89323307	18.86897841	9.405575074	7.810148517	4.719314138	74.3816	73.1384	69.6023	1
CIMBL100	167.8426146	62.411898	9.999999999	77.12300159	31.2210258	9.999999999	5.351879822	9.999999999	3.76667951	77.12300159	9.999999999	21.02153577	25.38598646	20.1830854	8.768595049	8.633577383	4.992338242	75.2934	75.1418	73.5072	0
CIMBL101	182.9727703	81.763037	9.273131287	82.06601489	36.06038518	9.999999999	5.401804906	9.999999999	3.836711823	82.06601489	9.999999999	22.95855608	24.25111961	22.00796927	8.676778109	8.228563547	4.466170429	74.2745	73.5836	71.6105	0
CIMBL102	158.298366	60.32498557	8.938412457	72.02758061	30.66020005	9.999999999	5.750323031	9.999999999	3.719991301	72.02758061	9.999999999	21.64071286	22.90111405	13.67925643	8.823111358	7.970962834	4.626538957	71.7048	70.4672	67.4825	0
CIMBL103	110.1695116	38.31193467	8.76120837	58.72716699	24.84610763	9.999999999	5.269674408	9.999999999	4.033934504	58.72716699	9.999999999	21.07701083	22.09178343	11.51490387	8.869019828	7.6701805	4.960529608	73.0138	70.8744	68.3034	0
CIMBL105	179.4664688	72.79258158	8.892470656	77.34592626	33.03699746	9.999999999	6.278845023	9.999999999	3.845817231	77.34592626	9.999999999	22.95061679	22.42262803	24.57284143	7.999628172	8.070727272	4.834620434	75.1311	73.6949	69.8254	0
CIMBL106	208.1357766	68.89355964	8.314916597	85.28477413	33.01984454	9.999999999	6.884921872	9.999999999	3.823398389	85.28477413	9.999999999	19.87169064	22.94991679	24.9668541	8.170350296	8.26281104	4.723290217	73.3109	72.8045	70.3833	0
CIMBL107	199.0809057	63.27726779	8.107084643	91.83375494	33.8983721	9.999999999	7.053983255	9.999999999	3.844918735	91.83375494	9.999999999	18.58882827	28.3816608	31.48593013	8.305206427	9.083261863	5.167285726	76.2018	74.0288	71.8336	0
CIMBL108	184.7258874	55.06930215	8.130833476	85.54996954	33.04197975	9.999999999	7.304896755	9.999999999	3.814477077	85.54996954	9.999999999	18.24807678	22.19397337	21.96466224	8.520402382	8.288124405	4.51255802	78.7503	74.474	70.718	0
CIMBL109	189.6411106	66.49053506	7.640774762	81.044807	31.06168415	9.999999999	6.235806165	9.999999999	3.597815783	81.044807	9.999999999	16.66848284	25.47417653	19.90296295	7.754316926	8.396395218	5.81939706	74.3763	73.0271	70.3833	0
CIMBL11	191.7676075	84.32646589	9.511591107	70.45573422	23.96534273	9.999999999	6.328770108	9.999999999	3.930452993	70.45573422	9.999999999	20.95751905	22.34293281	18.44158394	8.419977603	8.332795048	4.344237334	77.2725	74.9192	72.6146	0
CIMBL110	192.8673499	57.47935648	8.462039743	89.79103706	36.73345065	9.999999999	6.328633327	9.999999999	3.324187511	89.79103706	9.999999999	19.28576623	24.59461406	21.31746214	8.345819656	9.223398802	5.249441257	76.9513	73.6949	70.1601	0
CIMBL111	137.3807688	48.53981501	9.253441944	65.19653185	24.8893628	9.999999999	5.649788957	9.999999999	3.503259938	65.19653185	9.999999999	19.2886487	24.51705835	15.7395314	7.894899474	8.27323419	4.85450083	75.024	71.6915	69.937	0
CIMBL112	170.5490934	58.93463067	7.426708459	66.29750674	31.58123701	9.999999999	6.005009353	9.999999999	3.142771842	66.29750674	9.999999999	20.72835999	24.3956977	8.923123047	8.797287843	8.326838963	4.992338242	68.5997	63.6779	62.5735	0
CIMBL113	189.5060779	68.29923896	8.964664914	78.54471503	32.95123288	9.999999999	6.669491713	9.999999999	3.637010304	78.54471503	9.999999999	19.00431291	22.47075182	16.94355916	8.369765214	8.317904834	4.9048645	73.6321	70.4672	67.4825	0
CIMBL114	173.7858328	71.01271091	8.262411682	77.30498091	29.27454283	6.047862213	5.795187217	9.999999999	3.698835706	77.30498091	9.999999999	20.84401036	25.56939392	11.76193718	8.983791004	8.128799109	4.95125209	75.3452	74.0288	70.8295	0
CIMBL115	194.7782161	88.84453967	9.999999999	73.63127337	31.70578209	8.687366916	5.652934921	9.999999999	3.908932646	73.63127337	9.999999999	21.4608123	24.00466582	19.42930829	9.110039297	8.09901868	4.61196	75.6664	75.1418	73.6187	0
CIMBL116	179.0481102	71.49231876	7.9495699	72.24368105	29.56763394	9.999999999	5.531473345	9.999999999	3.268064028	72.24368105	9.999999999	20.90183554	23.7513638	15.31259897	7.715569512	8.131777152	5.042701912	75.2381	72.0254	69.4907	0
CIMBL117	154.4585743	80.22429514	8.408987902	75.9287623	28.57723954	9.999999999	4.870410512	9.999999999	3.629168144	75.9287623	9.999999999	21.19952814	20.75762364	16.42611167	8.232039803	7.948627513	4.623888237	73.7391	72.1367	70.6064	0
CIMBL118	197.8689288	87.05473238	9.437391453	75.0302394	30.29439549	9.999999999	5.884368464	9.999999999	3.881941026	75.0302394	9.999999999	17.85423429	21.0567775	27.06094408	8.630869638	7.625509856	4.60930928	82.4119	79.4825	75.7385	0
CIMBL119	220.4631735	95.83959369	7.256067487	86.79065301	33.40615802	9.999999999	6.061363148	9.999999999	3.634639419	86.79065301	9.999999999	23.29836807	18.52716925	16.26887624	7.691180638	8.09901868	4.122902259	75.6664	74.1401	68.8213	0
CIMBL12	187.457827	81.31710327	9.999999999	77.08888047	26.14376294	9.999999999	5.937986637	9.999999999	3.677497735	77.08888047	9.999999999	18.09410171	20.20781331	17.16940641	8.638042837	8.143689323	4.31507942	76.0947	76.0322	73.3956	0
CIMBL120	161.8124231	55.93752323	7.905815804	74.19995875	33.42778561	6.973250696	6.383208967	9.999999999	3.682057131	74.19995875	9.999999999	20.33857543	24.92142397	16.19740559	8.99957204	9.796503141	5.767673684	73.9533	72.248	68.7097	0
CIMBL121	201.4279683	78.3323614	8.369609216	79.45461164	33.57638206	9.999999999	5.759897705	9.999999999	3.50989436	79.45461164	9.999999999	22.50594892	21.79857372	19.37213178	8.313814266	8.839062344	4.692806943	74.2745	71.2463	69.4907	0
CIMBL122	195.7220712	80.5788119	8.249285454	64.24796464	29.61706843	9.999999999	5.491396497	9.999999999	3.490562524	64.24796464	9.999999999	19.20777188	22.26667855	16.65243539	8.094314392	8.858419623	4.837271154	70.527	68.2412	65.809	0
CIMBL123	178.7273613	61.05455479	8.675887884	74.26820099	37.03437244	9.999999999	5.697662326	9.488740187	3.165204068	74.26820099	9.999999999	18.17976865	17.88358323	10.23675356	7.807386453	7.629976921	4.291222945	69.7775	67.9073	64.9165	0
CIMBL124	194.0119639	85.62518301	8.892470656	70.87883614	31.36794424	9.999999999	6.058490746	9.999999999	3.47633721	70.87883614	9.999999999	22.00908069	21.33576644	15.344999	8.804461042	7.717829187	4.287246866	73.3109	71.6915	69.4907	0
CIMBL125	197.8428922	76.31114111	8.901221476	83.52867368	32.23901402	9.999999999	6.133993887	9.999999999	3.648499981	83.52867368	9.999999999	21.61929613	19.99735153	20.40702676	8.477363191	7.192204612	4.515208739	71.2765	70.022	68.375	0
CIMBL126	192.7595472	79.21109043	8.253660863	65.17378443	31.9742625	9.999999999	6.434912206	9.999999999	3.647770477	65.17378443	9.999999999	18.86510414	21.82440379	14.7637044	9.028264834	7.542124655	4.61196	72.24015	72.8045	68.7097	0
CIMBL127	162.7146196	64.18492344	9.275318991	59.95780215	29.73319686	9.999999999	6.001589827	9.999999999	3.47633721	59.95780215	9.999999999	25.81269264	20.49391933	16.66196481	8.186131333	7.449805325	4.440988594	74.7028	72.248	69.937	0
CIMBL128	209.3594977	77.64938393	8.56869035	87.70054961	39.70898556	9.999999999	7.132085237	9.999999999	3.517554145	87.70054961	9.999999999	20.20150834	24.64276153	24.73100096	8.771464329	8.103485744	4.781606045	78.7715	76.2548	71.4989	0
CIMBL129	165.4290755	65.7870389	8.524936255	69.16595579	33.44025115	9.999999999	5.262972137	9.999999999	3.565518984	69.16595579	9.999999999	23.36690162	20.56773346	17.12652402	7.851860284	7.856308182	4.639792554	72.13307	70.5785	68.7097	0
CIMBL13	175.1848301	67.03033172	9.999999999	83.90173129	28.87107643	9.999999999	6.731863873	9.999999999	4.219518662	83.90173129	9.999999999	20.25076683	27.38181484	21.2503804	10.08129037	8.255365933	4.744495972	78.5573	76.7	73.5072	1
CIMBL133	161.7457251	68.1557099	7.960508424	64.11148015	28.39452371	9.999999999	4.585085234	9.999999999	3.398827488	64.11148015	9.999999999	21.65142123	20.63422718	16.37672325	8.154569259	8.314926791	4.446290033	72.6684	71.8028	69.156	NA
CIMBL134	167.9074292	59.48975689	7.934255966	68.2515097	27.58162469	9.999999999	6.409334149	9.999999999	3.446792328	68.2515097	9.999999999	18.80085393	23.63010486	12.54689998	8.660997072	8.294080491	5.057280869	69.9916	68.6864	64.247	0
CIMBL136	186.3341531	71.67150926	7.877375642	76.05387308	30.29998884	9.999999999	5.705322065	9.999999999	3.455181615	76.05387308	9.999999999	20.3171587	24.33408426	15.53415798	8.229170524	8.859908644	5.09969238	72.4543	71.6915	69.6023	0
CIMBL137	129.9679775	45.147009	7.754605836	65.55663075	30.16201974	4.707610749	5.219886105	9.999999999	3.412323299	65.55663075	9.999999999	17.63364193	20.73745019	14.22494972	7.619448653	7.208583849	4.95390281	76.3834	74.7142	71.7638	0
CIMBL138	139.7687144	47.44005124	7.471771949	75.47976652	28.17451893	6.274328593	6.208949905	9.999999999	3.655716646	75.47976652	9.999999999	22.61501989	20.81007462	17.72116469	9.310888854	8.465317958	4.702084461	75.9876	72.4706	67.7056	0
CIMBL139	158.4046176	69.76456018	8.128961691	68.20601487	23.99591966	9.932932006	5.625852272	9.999999999	4.140169432	68.20601487	9.999999999	19.91990978	24.68363382	18.12425426	9.738411484	8.509988602	4.837271154	73.7391	72.6932	67.4825	0
CIMBL14	163.3280867	58.10735129	8.697764932	72.97159833	28.31323381	7.742455469	5.769335598	9.999999999	3.678227239	72.97159833	9.999999999	20.71022894	22.51027481	15.69329929	8.960836769	8.023078585	4.765701728	74.0604	72.5819	69.2676	0
CIMBL140	146.7909565	49.53943966	7.932068262	70.77647277	32.57088563	6.127627465	6.249300315	9.999999999	3.816285732	70.77647277	9.999999999	21.69639637	27.6563302	18.02467183	9.148774569	9.719074025	5.185840762	74.8099	71.9141	69.0445	0
CIMBL141	176.7962198	51.70926772	8.23397152	68.68371058	32.92513062	5.536360562	5.779047053	9.999999999	3.560731046	68.68371058	9.999999999	23.32533798	18.51191376	16.92599117	9.206918868	7.993496035	4.787774174	75.024	71.0237	67.4825	0
CIMBL142	169.968643	59.12232251	8.748082141	70.52625121	29.72499329	9.854840149	5.808454979	9.999999999	3.892260181	70.52625121	9.999999999	21.73997909	24.45904717	23.37931009	9.373907734	8.627532117	4.805808045	73.2038	70.5785	66.8131	NA
CIMBL143	145.6404703	62.04302834	8.826839513	62.46684204	29.39088434	6.337080976	5.114564693	9.999999999	3.489468269	62.46684204	9.999999999	23.05421731	21.61216974	10.66121587	8.592134367	8.350663306	4.475447947	72.4543	68.3525	66.4784	0
CIMBL144	170.1492374	60.60994595	8.441074239	81.04238121	28.14543355	6.924164387	6.149450146	9.999999999	3.670425333	81.04238121	9.999999999	26.9416084	20.433855	20.00075768	9.160251686	7.484052818	4.243509995	75.7735	75.0305	70.0486	NA
CIMBL145	161.2163508	56.18549727	8.164694202	74.2522778	27.89112294	5.801872869	5.451866772	9.999999999	3.71174974	74.2522778	9.999999999	24.01590065	20.36625869	15.28916019	9.313758134	7.412579788	4.46219435	70.9553	69.0203	63.4661	1
CIMBL146	160.6103069	45.73128266	7.695796146	73.89286864	32.0697222	4.224417396	4.397421629	9.999999999	3.341926234	73.89286864	9.999999999	18.5866866	19.44634932	9.012223122	8.530711675	7.618082182	4.725761066	68.9209	67.1282	64.1355	0
CIMBL147	160.5017287	59.65260716	9.515966516	76.63393216	31.26950143	9.999999999	5.588511045	9.999999999	4.147844966	76.63393216	9.999999999	19.777457	24.36463671	19.51507307	8.546806988	8.211828346	5.077421539	71.3836	68.7977	67.1478	0
CIMBL148	150.5551867	59.72680064	9.365014887	69.1614063	30.19930868	9.999999999	5.385527961	9.999999999	3.620414105	69.1614063	9.999999999	23.56821892	25.01183219	14.19622745	8.926405416	9.272367588	4.747146692	72.13307	71.9141	70.0486	0
CIMBL149	160.0130158	58.55449949	9.979759928	69.27400601	30.90034086	9.999999999	6.066697609	9.999999999	3.898172473	69.27400601	9.999999999	21.90628036	23.64230554	15.13487529	9.085650422	8.157090517	4.774979246	71.8119	70.4672	66.4784	0
CIMBL15	179.982991	75.11035497	8.831214923	79.68208579	32.72131989	9.478883648	6.085436613	9.999999999	3.707954497	79.68208579	9.999999999	19.86278255	22.26972872	14.53690421	8.447235757	8.064771186	4.246160714	76.523	75.0305	71.9452	0
CIMBL150	164.5687592	64.18768361	9.450335373	73.97020986	30.11578144	9.999999999	5.577021436	9.999999999	3.835252817	73.97020986	9.999999999	20.28650574	22.29413008	15.1610812	8.973748526	8.002232285	4.725940936	72.7755	71.4689	67.37094	0
CIMBL151	160.6654824	60.10560693	9.124367362	71.17455254	32.01826346	9.999999999	5.179398913	9.999999999	3.749900935	71.17455254	9.999999999	22.80866761	20.34725427	14.09092737	8.876193026	7.950116534	4.525811617	73.9533	69.3542	67.8172	0
CIMBL152	136.8805333	48.54677065	7.892689576	70.3670193	31.12109142	9.999999999	5.313717908	9.999999999	3.666190435	70.3670193	9.999999999	20.36427552	17.14496071	16.05017606	7.245007692	7.592751384	3.981088768	69.4563	68.3525	63.9123	0
CIMBL153	155.6730994	58.62780972	7.897064985	65.56958946	32.54180026	9.999999999	5.42957146	9.999999999	3.631356654	65.56958946	9.999999999	19.06722064	23.65856462	10.72418338	9.121516414	8.11986498	4.70606054	70.3129	67.0169	63.2429	0
CIMBL154	178.559065	67.30767401	8.883719837	80.47824532	33.45836254	9.999999999	5.769472379	9.999999999	3.288672495	80.47824532	9.999999999	19.05857323	22.62354852	17.8641011	8.808764961	8.09901868	5.033424394	70.7411	68.1299	64.247	0
CIMBL155	163.879509	60.56578316	9.999999999	64.79845208	31.1926862	9.999999999	5.398658942	9.999999999	3.543086759	64.79845208	9.999999999	21.04318598	24.043708	18.77034892	8.440062559	8.279190276	4.886309464	71.3836	69.4655	65.1396	0
CIMBL156	164.546268	54.95755101	9.058736219	70.03718178	35.01704048	9.17544101	5.647874022	9.999999999	3.440409174	70.03718178	9.999999999	17.8371009	23.34468282	18.94902554	7.881067511	9.030431299	5.37567835	74.2745	71.9141	66.0321	0
CIMBL157	186.8234199	73.15350194	6.639134742	70.9971227	29.79658807	9.999999999	6.475125835	9.999999999	3.209703767	70.9971227	9.999999999	16.4771383	21.24743374	13.66972701	7.818698175	8.233115023	5.146648196	74.4886	71.4689	65.2512	0
CIMBL16	171.7248406	54.40805555	8.551188712	75.28728519	30.45063618	9.999999999	5.613405197	9.999999999	4.198727818	75.28728519	9.999999999	19.36625571	26.46615359	26.02747851	8.986660283	9.193449451	4.753773491	72.24015	71.0237	66.8131	0
CIMBL17	167.3146806	43.91851071	7.490151898	81.55874753	30.76610066	8.761554178	6.520263583	9.999999999	3.556582569	81.55874753	9.999999999	19.57613971	21.08870261	12.49951427	9.325235251	7.644867135	4.598706402	68.9209	66.5717	62.9082	NA
CIMBL18	181.1564115	71.3295789	9.999999999	78.37410942	30.94881649	9.807985036	6.519169335	9.999999999	3.604729785	78.37410942	9.999999999	21.85059686	23.50686027	20.03537939	9.309526484	8.434564614	4.63809305	77.5937	76.9226	74.6228	0
CIMBL19	197.1329235	77.55410271	7.805181385	81.45638417	32.40308538	9.58542325	7.230567595	9.999999999	3.701936095	81.45638417	9.999999999	18.28685232	21.72836881	16.27745272	8.832702855	8.551193324	4.378405316	78.7715	76.7	74.5113	0
CIMBL2	172.1148359	63.77222221	9.721610765	84.3680533	35.59129024	7.137243592	5.419586443	9.999999999	4.297575511	84.3680533	9.999999999	20.9211106	24.865424	26.536826	8.346810979	9.275345631	4.959204249	72.9896	72.0254	69.0445	0
CIMBL20	201.4654167	78.42322634	8.279184086	86.86268649	35.00958268	9.999999999	6.609855173	9.999999999	3.562418595	86.86268649	9.999999999	19.07070478	21.12225449	16.27316448	8.438627919	7.930759255	4.523160898	82.6874	79.4825	77.3005	0
CIMBL21	158.0315738	62.61328031	8.058955138	77.50288342	32.75136413	6.925279985	5.728164501	9.999999999	3.789658862	77.50288342	9.999999999	23.03922559	23.6416634	13.01267352	8.975183165	8.096040637	4.330983737	73.525	74.3627	68.4866	0
CIMBL22	193.6624085	80.10604928	7.724236308	85.24382878	32.14952055	9.999999999	6.43942598	9.999999999	3.410317165	85.24382878	9.999999999	23.51681876	21.33698651	16.35892926	8.359722736	7.942671427	4.847874031	77.2725	76.2548	74.3997	0
CIMBL23	197.4358346	80.84544472	9.104678019	75.99131769	26.56363647	9.999999999	7.065472863	9.999999999	3.512812373	75.99131769	9.999999999	20.88256048	20.41827509	16.21884679	8.144526781	7.981385985	4.592079604	76.8442	75.6983	72.8377	0
CIMBL24	145.3736781	44.73276207	8.722558919	76.96528618	30.28507326	9.999999999	5.579893838	9.999999999	2.92469128	76.96528618	9.999999999	18.00429707	22.475079	17.20271716	8.510717595	7.904664776	4.736218343	74.3816	71.8028	70.1601	0
CIMBL25	186.0643694	67.65092926	9.461273897	80.13703409	30.51626472	9.999999999	6.512330282	9.999999999	3.367091208	80.13703409	9.999999999	19.36482324	22.53075773	15.69397796	9.015701574	8.103499754	4.598000226	79.4139	75.2531	73.1725	0
CIMBL26	203.7282758	78.06804713	9.48533865	75.30548312	30.987597	9.999999999	6.562255367	9.999999999	3.519742654	75.30548312	9.999999999	20.43280907	25.26865656	19.4407436	9.011049158	8.521900774	4.763051009	71.2765	74.3627	73.0609	0
CIMBL27	162.4980171	63.88472691	9.999999999	72.26870321	32.92438484	9.999999999	6.731727092	9.999999999	3.648245567	72.26870321	9.999999999	20.81924065	26.82983245	13.08400934	9.204725517	8.335773091	5.323678174	76.7371	75.4757	72.0568	0
CIMBL28	167.6407477	63.75930459	9.859436165	66.02226302	30.77728734	9.999999999	6.119768658	9.999999999	3.648245567	66.02226302	9.999999999	19.80461096	24.91738928	13.61778262	9.031134114	7.610619642	4.873055866	73.8462	72.0254	70.1601	0
CIMBL29	190.4127062	75.66912462	7.883938757	85.7215245	35.02449826	9.999999999	6.118947971	9.999999999	3.489468269	85.7215245	9.999999999	21.21666153	21.9586113	22.75126401	7.731350549	7.610619642	5.348860009	78.6644	77.9243	75.6269	0
CIMBL3	152.8363268	53.20495087	9.154995229	69.7642128	25.31221945	9.999999999	5.660868222	9.999999999	3.606188791	69.7642128	9.999999999	14.43826522	23.73076049	14.78943383	7.935069386	8.243453761	5.713333935	74.4886	71.8028	69.0445	0
CIMBL30	188.7188857	67.84403104	8.936224752	75.06208578	27.68155906	8.089964224	5.366378614	9.999999999	3.718532294	75.06208578	9.999999999	23.42258513	20.9795065	14.82516915	8.477363191	7.653801264	4.741845253	72.8826	71.5802	70.1601	0
CIMBL31	207.1422858	97.08399058	8.181466606	78.30131769	31.98544918	9.999999999	6.385123902	9.999999999	3.380225155	78.30131769	9.999999999	21.53148752	20.50978021	13.5172563	8.655258513	7.533190526	4.55894561	78.5573	77.0339	74.9575	0
CIMBL32	177.300333	78.79916205	9.360639478	62.25301633	31.16882127	9.999999999	6.350655076	9.999999999	3.422353969	62.25301633	9.999999999	19.60826481	21.87320652	12.27366702	8.345376339	7.938204362	4.552318812	74.3816	72.4706	71.0527	0
CIMBL33	210.0335691	97.28172946	9.999999999	79.28400602	30.56101146	9.999999999	5.55158016	9.999999999	3.486915008	79.28400602	9.999999999	23.46970195	21.5761199	16.72200015	7.755739424	7.719318208	4.729917015	76.3089	75.3644	74.1766	0
CIMBL34	210.4438397	82.23215619	7.897064985	74.66628076	32.16816502	9.999999999	6.853325449	9.999999999	3.608012549	74.66628076	9.999999999	20.25505017	23.6362052	17.12652402	8.846065593	8.349174285	4.907515219	76.8442	74.8079	70.8295	0
CIMBL38	169.1461074	70.93156179	8.277178689	72.88629553	29.33140847	9.060255524	6.314271316	9.999999999	3.928629234	72.88629553	9.999999999	22.03263909	22.61922842	14.45638061	8.478797831	8.122843023	4.458218271	73.9533	73.361	69.937	0
CIMBL39	191.5892289	91.3324502	8.888095247	71.37927927	25.18767437	9.999999999	6.34203787	9.999999999	3.818838993	71.37927927	9.999999999	20.59985959	19.40761499	19.992497	7.389906301	7.549569762	4.647744712	79.521	77.5904	72.8377	0
CIMBL4	177.0431798	56.94134334	9.441584554	66.90258798	27.61145585	9.999999999	6.102944588	9.999999999	3.70303035	66.90258798	9.999999999	17.82853421	24.03882773	17.89840702	8.022582407	8.21218431	5.250783389	72.7755	70.5785	67.9288	0
CIMBL40	171.7077783	61.7269332	7.805181385	75.71038711	34.1355298	9.999999999	6.515339465	9.999999999	3.444421442	75.71038711	9.999999999	19.59541477	20.64398772	13.81028595	8.05701376	8.160068559	4.752448131	72.24015	70.4672	66.59	0
CIMBL42	176.8272421	62.71849814	7.960508424	73.54028371	28.39452371	4.001855609	6.28746223	9.999999999	3.823398389	73.54028371	9.999999999	17.16247378	28.74219098	16.45469993	9.372578361	8.970096232	5.244156591	70.9553	71.0237	68.2635	0
CIMBL43	150.4155861	52.10264774	9.039046876	69.12728518	28.80470211	9.999999999	5.367336081	9.999999999	3.763761497	69.12728518	9.999999999	19.16065507	22.44968879	15.45268144	8.749944733	8.060304122	4.780280685	72.4543	68.909	67.1478	0
CIMBL44	192.0856974	64.66530414	7.153245363	75.06436052	30.73254061	9.999999999	5.784518295	9.999999999	3.23268312	75.06436052	9.999999999	19.91024076	20.71485463	12.75966743	8.133049664	7.88459959	4.459543631	69.9916	67.5734	64.8049	0
CIMBL45	180.193943	58.64094815	8.35757684	67.44397646	26.89284459	4.827676976	6.353527479	9.999999999	3.925711221	67.44397646	9.999999999	21.92341375	20.85042022	12.48807897	9.933522482	6.933114879	4.148084094	69.4563	67.5734	62.3504	0
CIMBL46	164.1453041	65.41033033	7.687045327	75.05298681	31.73188435	9.382384427	5.301270832	9.999999999	3.864068196	75.05298681	9.999999999	17.12820701	25.1228584	22.24763418	8.148830701	9.722052068	4.910165939	69.3492	68.5751	66.7015	0
CIMBL47	162.1839158	62.30038697	8.437428064	67.67145061	31.91087129	4.466502146	4.464444345	9.999999999	3.402110253	67.67145061	9.999999999	22.28107321	21.4065304	15.13964001	7.949415783	8.4057571	4.421108198	66.7795	68.3525	65.028	0
CIMBL48	168.4488801	57.57905397	6.897283905	72.50527632	32.75136413	7.445706419	5.952348648	9.999999999	3.68515752	72.50527632	9.999999999	19.28915547	24.61103976	15.83719353	9.107170018	8.371509606	4.41580676	69.4563	66.4604	66.4784	0
CIMBL49	171.0074486	63.28886052	8.236159225	76.77041666	30.49836603	9.218391531	5.6631935	9.999999999	3.737499379	76.77041666	9.999999999	19.94450753	20.70804131	16.66768246	8.398458008	8.328327984	4.262065031	71.2765	71.3576	65.6974	0
CIMBL5	157.7519294	50.57163437	7.096365039	85.80114045	31.79154667	9.999999999	6.250941688	9.134964138	3.533238465	85.80114045	9.999999999	18.26543559	19.28173265	10.04759457	8.352549537	6.919713686	4.177242008	74.5957	72.9158	68.1519	0
