Trait	Plantheight	Earheight	Earleafwidth	Earleaflength	Tasselmainaxislength	Tasselbranchnumber	Leafnumberaboveear	Earlength	Eardiameter	Cobdiameter	Earrownumber	Kernernumberperrow	grainweight	cobweight	kernellength	Kernelwidth	Kernelthickness	Silkingtime	Pollenshed	Headingdate	cobcolor
CML432	129.3475304	52.62354779	9.214063258	74.16583763	31.85866677	4.833533866	4.876428879	9.999999999	3.586309827	74.16583763	9.999999999	22.03478077	23.30678676	12.10928453	9.454352824	7.996276199	4.645093993	72.13307	70.4672	67.37094	0
CML433	151.6483922	62.2992829	9.235940306	72.18681251	31.55662631	9.999999999	5.599453529	9.999999999	3.50642922	72.18681251	9.999999999	20.3171587	22.88098293	16.5947824	8.358288096	8.093062594	4.767027088	82.519	78.3695	76.1848	0
CML451	169.2015045	51.36546044	9.999999999	71.76598533	33.23835776	9.999999999	7.348199302	9.999999999	3.636098425	71.76598533	9.999999999	19.00217123	24.70986529	18.38440742	8.903451181	8.557637288	4.820041477	79.3068	77.3678	74.1766	0
CML454	197.4982117	73.59016149	8.406800197	93.83097798	32.71780408	9.999999999	6.6522573	9.999999999	3.54345151	93.83097798	9.999999999	22.80578319	21.89150755	15.69711106	8.560572293	8.060304122	4.696783022	75.1311	76.1435	73.8419	0
CML465	199.2315857	94.75550771	9.883500918	73.63127337	27.60847273	9.999999999	5.762633326	9.999999999	4.138908551	73.63127337	9.999999999	20.18223328	23.87411851	16.93593562	9.035438033	7.959050663	4.948601371	78.7715	75.9209	74.7344	0
CML470	165.01393	66.46063178	7.820495318	72.1754388	29.54302324	9.999999999	5.071478662	9.999999999	3.637375056	72.1754388	9.999999999	17.26955746	24.32757722	14.01040377	8.242082281	8.676759005	5.331630333	67.3149	65.57	63.6892	0
CML471	152.0667508	62.85838377	8.312728892	66.05638414	31.77663109	9.999999999	5.055201716	9.999999999	3.756831216	66.05638414	9.999999999	19.12210494	20.57688397	19.60893786	7.560628425	7.763988852	4.586778165	70.4199	69.1316	67.7056	0
CML473	147.9919647	60.19669268	8.264599387	60.05106655	26.61956989	9.999999999	4.905836805	9.717810179	3.712696268	60.05106655	9.999999999	18.85653744	24.06017893	13.65305053	8.7198173	8.828639194	4.90353914	68.4927	66.7943	64.6933	0
CML474	163.4357786	51.81426475	7.120429791	68.89071206	29.72946797	4.029187758	4.385521677	9.096048773	3.016385401	68.89071206	9.999999999	12.88983535	25.17654141	8.814487662	8.244564308	8.544284955	5.413673738	72.026	69.2429	66.3668	0
CML479	206.0854207	71.21895112	9.19218621	81.5132527	33.72684295	9.999999999	6.859480596	9.999999999	3.866256705	81.5132527	9.999999999	26.62867021	23.67585742	18.79179012	9.599251433	7.900978826	4.580151366	73.6321	72.6932	70.2717	0
CML480	186.8102354	93.39054642	8.43086495	80.56696024	32.01975501	9.999999999	5.960965854	9.999999999	3.584486069	80.56696024	9.999999999	21.62786282	22.06536728	13.65543288	7.750000865	8.450427744	4.56159633	76.0947	74.5853	71.4989	0
CML486	198.4769669	80.07977242	8.890282952	75.26908726	31.1501768	9.42923954	5.974370397	9.999999999	3.966563404	75.26908726	9.999999999	24.61549721	22.14467172	24.9668541	8.609350043	8.182403881	4.967156407	73.9533	73.5836	72.503	0
CML493	188.8910598	77.03242981	8.870593609	68.30837824	27.28331312	9.999999999	5.937986637	9.999999999	3.673303092	68.30837824	9.999999999	22.43955704	18.37466071	17.60537736	8.176159231	7.144740427	4.209011194	74.7028	74.1401	70.9411	0
CML496	167.7769137	67.88046534	9.316885382	79.06790558	26.20939148	9.999999999	6.29006107	9.999999999	3.549469912	79.06790558	9.999999999	21.19738647	22.2087253	14.41635705	9.056957628	8.014144457	4.813414678	79.521	77.7017	75.2922	0
CML497	170.8554391	74.76102734	9.253441944	73.92698977	31.23967027	7.293427302	5.17775754	9.999999999	3.62716201	73.92698977	9.999999999	20.413534	24.88311499	14.14429211	8.399892647	8.944782867	4.884984104	78.5573	77.4791	74.9575	0
CML50	189.4546694	98.25596051	7.726424013	74.65490705	25.76565303	8.800600106	5.570455946	9.999999999	3.703942229	74.65490705	9.999999999	19.07927148	21.3028246	14.82755151	8.673908829	8.118375959	4.645093993	74.8099	75.9209	72.7262	0
CML51	196.4007959	78.45447151	8.52274855	79.93230735	37.31031064	9.999999999	5.99543468	9.999999999	3.293596642	79.93230735	9.999999999	23.02209221	22.45090886	17.04218865	8.045536642	8.862886687	4.535089135	74.8099	72.9158	69.7139	0
CML69	173.0510462	61.92710103	9.561908317	84.81162789	28.49520386	9.999999999	6.439699542	9.999999999	3.499681315	84.81162789	9.999999999	19.66823166	25.43580592	18.73699595	8.187565972	8.859908644	4.858476909	74.1674	73.2497	70.1601	0
D047	186.7970509	75.44113424	7.641103527	74.24545358	30.24778431	9.718179404	5.084883205	9.999999999	3.148790244	74.24545358	9.999999999	22.49738222	21.06491128	12.45377306	7.696919196	8.023078585	4.51388338	66.8866	64.9022	62.3504	0
D863F	177.5236939	57.77690325	9.209687848	73.56303113	33.29429118	7.422278863	5.767557444	9.999999999	4.111187427	73.56303113	9.999999999	23.6024857	26.41369065	19.23681402	9.148774569	8.566571417	4.896912341	70.8482	69.1316	67.37094	1
DAN3130	139.2677034	44.63692883	8.18802972	59.89638413	26.01921786	3.04132579	5.380740624	9.999999999	3.407581527	59.89638413	9.999999999	19.44718459	24.97523014	9.829370863	8.480413824	8.307251836	5.360553305	68.1714	65.4587	63.2429	1
DAN340	153.3983853	63.4882555	9.752238632	72.07307544	27.14161513	8.585847504	4.847431295	9.999999999	4.267848253	72.07307544	9.999999999	21.31089516	21.20033886	11.17301904	10.22475434	8.465317958	4.452916832	72.4543	71.2463	69.8254	0
DAN360	189.4556666	68.42598615	8.260223977	76.50882138	31.08678559	5.946342801	5.629682142	9.999999999	4.221889547	76.50882138	9.999999999	21.41879455	23.15732839	18.62740762	9.89765649	7.686559736	4.308452621	70.527	69.5768	66.1437	0
DAN4245	202.6525757	74.55622242	8.726205094	73.93381399	31.40597897	9.20277316	6.426294999	9.999999999	4.303958665	73.93381399	9.999999999	23.83378642	23.57251474	18.09534319	10.10998317	7.126687668	4.07121323	72.9896	71.0237	66.1437	0
DAN598	149.0855027	47.67422441	8.422114131	66.18149492	30.60575819	9.921218227	5.788621727	9.999999999	4.678011464	66.18149492	9.999999999	18.50958635	20.88068097	17.16940641	9.365405163	8.157090517	5.012218638	70.4199	68.7977	64.9165	0
DAN599	171.8008453	66.25582686	9.314697677	73.59715225	26.23922264	4.624359254	5.007328347	9.999999999	4.134713907	73.59715225	9.999999999	18.20483972	24.66289266	25.08978361	8.686820587	8.259832997	5.412477276	69.9916	67.796	65.6974	0
DE.EX	160.5185561	62.38014369	8.895325069	71.12167123	27.93932602	9.576792227	4.911874212	9.999999999	3.75377456	71.12167123	9.999999999	18.70927209	27.12033015	17.38088422	8.824451126	8.523545081	4.934953963	76.6301	73.0271	70.6064	1
DH29	163.1122597	54.44747084	8.835590332	65.31709315	28.55113728	8.429663794	5.99543468	9.999999999	3.790935493	65.31709315	9.999999999	18.98310681	25.04538407	14.66078666	7.553455227	8.910535374	5.371391125	69.1351	67.0169	64.6933	0
DH3732	157.9385067	70.11852491	8.295227254	74.46837825	26.37346285	9.999999999	4.927858555	9.999999999	3.792029748	74.46837825	9.999999999	23.28980138	23.0964213	11.69006386	9.950738159	7.671669522	4.443639314	69.3492	68.1299	67.37094	0
DONG237	128.100321	28.67428997	7.705640818	62.43385828	26.93652593	4.966290019	5.215235549	9.999999999	2.982645875	62.43385828	9.999999999	18.79014557	16.72320108	11.68999006	7.565197005	7.42943718	4.993360297	67.9573	63.7892	61.4579	0
DONG46	154.4357189	61.52686201	6.781071762	57.802487	26.87292062	9.999999999	5.003332959	9.999999999	3.930278803	57.802487	9.999999999	19.10332078	19.66422259	16.17989435	7.375559904	7.425980981	5.354161448	66.03	63.1214	58.1108	1
DSB	171.9846528	63.00213363	7.840184661	75.63532064	32.04884039	9.999999999	4.95179524	9.999999999	3.502416952	75.63532064	9.999999999	23.062784	22.4801905	16.54761177	7.863337401	8.316415812	4.600031762	66.4583	65.3474	61.5694	0
EN25	186.3208578	79.77836141	9.043422286	65.32846686	25.12055427	8.257861714	4.935518294	9.999999999	3.889783186	65.32846686	9.999999999	26.75502894	21.97325212	14.48837027	9.61503247	7.433426089	4.341586615	67.529	65.7926	63.5776	0
ES40	190.8702859	85.74784514	8.275537911	84.39080072	35.8262106	8.61513195	5.870963921	9.999999999	4.313077455	84.39080072	9.999999999	20.68552653	22.15077206	17.99131886	8.564876212	8.968607211	5.146079971	72.5614	69.6881	67.25937	0
FCD0602	192.3516033	71.30021064	8.726205094	74.91650232	30.62813156	5.317703367	5.605745458	9.999999999	4.092220342	74.91650232	9.999999999	22.83790829	25.41445472	21.24323334	10.98511338	8.238986697	4.535089135	67.9573	68.0186	65.028	0
GEMS1	215.4506789	68.7033951	8.489806675	74.75542303	28.52705586	8.59246967	5.846884505	9.999999999	4.010914407	74.75542303	9.999999999	22.47448456	23.29354261	14.02812083	10.65261198	7.504120729	4.653129721	71.647	68.1058	64.3259	1
GEMS10	183.5996432	50.85577937	7.964719299	68.87087017	31.90142167	4.937301678	6.232254368	9.999999999	3.67846578	68.87087017	9.999999999	19.89653579	22.3403134	14.35172087	8.965965491	7.640359511	4.565685606	72.7707	69.7107	66.7437	0
GEMS11	184.3179947	65.0929761	7.53298079	73.7120626	35.61322407	6.314877555	6.179865378	9.999999999	3.697926187	73.7120626	9.999999999	22.08228381	22.1020061	14.64529618	9.504615069	7.603538218	4.599534941	69.7742	68.1058	65.1318	1
GEMS12	203.0233741	77.71715628	8.513143891	70.41504362	31.29403583	9.999999999	6.801429675	9.999999999	3.817283353	70.41504362	9.999999999	24.33853983	23.53184991	17.02058726	9.810493082	8.41972096	4.437917088	73.5199	72.1181	68.3556	0
GEMS13	200.157028	90.68535303	9.178254567	76.33437516	33.55486092	9.999999999	5.68261394	9.999999999	3.592515647	76.33437516	9.999999999	22.67278831	22.57862071	13.28751041	9.058037229	7.539704325	4.367584994	74.269	72.1181	69.5645	0
GEMS14	188.7287084	68.66214821	9.39606859	72.83563983	35.00583822	8.996558594	5.539654152	9.999999999	3.942802981	72.83563983	9.999999999	20.62364955	22.57862071	21.41420854	9.198258122	7.861287264	4.596714163	70.5234	66.0997	63.9229	NA
GEMS15	181.9643786	69.20274571	8.909876575	74.31721165	28.12213196	9.999999999	6.37255031	9.999999999	3.247093415	74.31721165	9.999999999	21.0863583	23.77015721	8.243352939	9.750373939	8.255275092	4.342844152	73.8944	72.9206	70.3704	NA
GEMS16	190.248366	61.49923138	8.618161367	67.07629022	34.12850311	8.81288181	5.788279871	9.999999999	3.952533184	67.07629022	9.999999999	24.12701583	23.05523531	21.70444776	9.167959083	8.553527559	4.410542821	69.0251	66.5009	63.117	0
GEMS17	210.270429	70.32079962	7.595213368	82.91450165	29.92741767	8.555734313	6.420499556	9.999999999	3.451427693	82.91450165	9.999999999	25.18463584	20.6721623	16.74035629	8.689907582	7.551988409	4.390797376	74.6435	70.5132	68.7586	NA
GEMS18	217.6330908	74.9465941	8.87487075	77.65596505	36.51080537	9.999999999	6.205971079	9.999999999	3.962263388	77.65596505	9.999999999	26.3083571	22.57862071	23.79617179	9.363219555	7.78764468	4.495166159	72.3962	70.11197	66.3407	0
GEMS19	200.6141608	82.47195698	8.676504408	81.55813308	33.62234824	9.999999999	5.825573729	9.999999999	3.665492175	81.55813308	9.999999999	23.06939582	22.57862071	16.6803068	9.716708341	8.255275092	4.269503926	76.5163	72.1181	69.9675	0
GEMS2	160.6088646	52.97867765	8.135858888	70.70718454	27.4472588	6.204671485	5.558301081	9.999999999	3.490348508	70.70718454	9.999999999	22.32906181	20.6721623	12.47684224	9.140525704	8.091040048	4.387422251	67.9014	66.5009	63.52	0
GEMS20	205.5932017	79.16079732	9.644998901	79.78442034	30.65290632	9.999999999	5.962317874	9.999999999	3.957398286	79.78442034	9.999999999	18.36298677	23.53184991	23.74613055	9.386785474	7.957022624	4.661592055	75.7672	74.1242	70.3704	0
GEMS21	186.4483394	50.22391217	8.011393733	70.41504362	34.09475945	8.849617167	6.875129441	9.999999999	3.684952582	70.41504362	9.999999999	21.0599178	20.6721623	17.81442099	9.447383552	7.482027954	4.653129721	73.8944	72.9206	68.7586	1
GEMS23	179.6737727	64.02283878	8.236986827	77.32208971	31.83393435	9.988413225	6.665928658	9.999999999	3.822472795	77.32208971	9.999999999	24.55006383	22.3403134	18.17046564	9.538280668	7.080675868	4.444392156	72.7707	70.11197	67.9526	1
GEMS24	186.8754673	72.09002779	8.948771936	73.46165609	34.63465798	9.999999999	5.831789372	9.999999999	3.932099757	73.46165609	9.999999999	23.24125907	23.29354261	20.04307844	9.72344146	8.365738969	4.365410375	72.0216	68.9083	67.1467	1
GEMS25	204.388595	77.6618679	9.39606859	73.98333631	33.11619337	7.563879682	6.179865378	9.999999999	3.80949919	73.98333631	9.999999999	22.06465681	23.53184991	19.87627429	9.249169063	7.834456884	4.618255793	70.5234	68.9083	66.7437	1
GEMS27	209.7444616	74.33227877	8.559818325	71.02019267	33.14993702	6.792437192	6.130140234	9.999999999	3.329800146	71.02019267	9.999999999	24.58972458	19.7189331	11.79628131	9.127560365	7.161682711	4.483883047	72.3962	70.5132	67.5496	1
GEMS28	190.9390072	65.58197111	8.431463633	70.66545012	30.68664998	5.958019804	6.06301129	9.999999999	3.422237082	70.66545012	9.999999999	25.71344584	20.433855	12.88718045	9.299254918	6.811880434	4.235654591	72.3962	69.7107	67.9526	1
GEMS29	178.906531	62.82000935	8.473276146	64.73916284	31.69895972	5.380749913	5.521007223	9.999999999	3.552621812	64.73916284	9.999999999	19.68501179	23.53184991	14.13821157	9.258856199	8.111672052	4.292070149	70.8979	67.3034	65.1318	NA
GEMS3	185.0901785	74.49814391	7.18292254	71.12452871	27.31228417	3.486255088	6.515510098	9.999999999	3.456292795	71.12452871	9.999999999	19.01518578	19.2423185	12.71704022	9.225190601	8.16690399	4.526194716	74.269	72.5193	69.1615	1
GEMS30	176.0772497	54.64347222	8.155306569	71.39580243	34.09475945	7.857762536	5.97474916	9.999999999	3.642139686	71.39580243	9.999999999	25.07887384	23.77015721	16.48014182	9.757107059	7.761869775	4.379514264	73.1453	71.7169	69.5645	0
GEMS31	173.5753743	56.94715473	8.933213792	62.81937964	32.4413202	8.37205753	5.97474916	9.999999999	3.821175434	62.81937964	9.999999999	22.59346681	25.67661561	14.7787395	8.895072191	8.983779815	4.535299989	69.3997	67.7046	64.7289	0
GEMS32	198.7732747	78.38061684	8.816527709	71.0827943	34.56717066	9.657795014	5.259950218	9.999999999	3.509808915	71.0827943	9.999999999	23.33380082	21.8636988	13.04397635	9.191525002	7.957022624	4.455675268	72.3962	69.7107	67.9526	0
GEMS33	216.2431601	99.99999999	8.789300956	79.38794337	33.52111726	9.999999999	6.217159236	9.999999999	3.934045797	79.38794337	9.999999999	25.87208884	22.57862071	16.29999334	10.82093998	7.393656852	4.26386237	77.64	77.3341	73.1912	1
GEMS35	191.6753616	84.00897396	8.672614872	71.41666964	30.14675145	7.637350396	5.164229317	9.999999999	3.573055239	71.41666964	9.999999999	26.4405596	23.53184991	14.97890448	9.891769454	8.314189159	4.565685606	71.2725	69.3095	66.3407	0
GEMS36	209.1637794	93.11804176	9.489417457	75.3814393	30.61916266	9.999999999	6.117708948	9.999999999	4.040105018	75.3814393	9.999999999	25.51514209	24.24677181	21.794522	10.37992063	8.148493344	4.495166159	72.7707	70.11197	67.1467	NA
GEMS37	201.0342288	80.00855248	9.162696423	80.76517915	34.36470872	9.999999999	5.949886588	9.999999999	3.971993592	80.76517915	9.999999999	21.81347206	23.53184991	20.29328466	10.35972127	8.137446956	4.379514264	72.7707	71.7169	67.9526	0
GEMS39	214.610543	90.33080533	8.567597397	81.64160192	34.73588896	7.395946623	5.448195405	9.999999999	3.720954336	81.64160192	9.999999999	23.98159308	23.05523531	16.71033154	9.73354114	7.960704754	4.45285449	70.1488	69.7107	67.1467	0
GEMS4	216.1407906	76.41393017	7.229596973	74.83889187	32.98121873	5.874053274	6.749040684	9.999999999	3.871772494	74.83889187	9.999999999	23.42634257	23.05523531	16.25996034	10.29239008	7.850240877	4.345664929	72.3962	71.3157	68.7586	0
GEMS40	200.7191778	93.15490068	8.742626522	76.61260461	33.95978482	9.999999999	5.887730158	9.999999999	3.840635842	76.61260461	9.999999999	26.77106585	22.81692801	20.11647226	10.47040089	7.700863998	4.38201209	76.5163	73.3218	70.3704	1
GEMS41	189.5811992	75.56090944	9.240487145	78.92886478	33.8922975	9.999999999	5.707476512	9.999999999	4.001184203	78.92886478	9.999999999	21.68126956	22.57862071	19.21239378	9.675694841	8.152535186	4.926634977	72.3962	70.9144	67.1467	1
GEMS42	202.127641	86.69230335	8.299219405	76.92561274	32.61003849	9.999999999	6.024474304	9.999999999	3.986588897	76.92561274	9.999999999	26.77106585	27.34476672	21.3641673	10.45430558	8.432444092	4.318893544	71.647	69.3095	66.7437	NA
GEMS43	194.2241857	82.15251301	9.310498795	71.54187289	30.59216774	7.54918554	6.15997532	9.999999999	4.093621138	71.54187289	9.999999999	25.80158085	26.15323021	19.36918968	10.80074062	8.929104741	4.441571378	74.6435	72.1181	69.9675	0
GEMS44	175.7807311	61.9808546	8.8048591	67.53536881	31.8001907	5.317775016	4.686867937	9.999999999	3.977831714	67.53536881	9.999999999	23.25447932	24.48507911	19.39254226	9.343020196	7.993843917	4.799810173	68.6506	66.0997	63.52	NA
GEMS45	186.1915332	60.61900526	7.867480896	73.50339051	37.57035624	9.999999999	4.720077229	9.999999999	3.780308579	73.50339051	9.999999999	24.70870683	24.00846451	19.90296295	9.55095617	8.4621314	5.074512714	68.276	66.9021	65.1318	0
GEMS46	181.062468	52.40122124	8.772770427	74.72412222	29.47187829	7.931233249	5.315891005	9.999999999	3.772524416	74.72412222	9.999999999	18.06773452	24.72338641	12.01646279	9.725992692	9.007105557	5.069102553	72.0216	67.7046	64.7289	0
GEMS47	170.7778629	56.39163815	8.699841625	69.58035527	29.80931487	7.563879682	4.901218824	9.999999999	3.813391271	69.58035527	9.999999999	26.40089885	24.48507911	15.97972937	10.54488207	8.181632507	4.402080488	66.7778	64.4948	61.5051	1
GEMS48	204.2774005	68.74815236	9.730568696	72.96084308	35.45800324	5.417485269	5.222656361	9.999999999	4.218167746	72.96084308	9.999999999	24.12701583	23.53184991	21.0906085	10.44725183	7.905472815	4.458496046	70.8979	68.9083	67.5496	1
GEMS49	216.4779039	81.70406281	8.279771725	72.91910867	32.4413202	5.952771896	6.067983805	9.999999999	3.899017064	72.91910867	9.999999999	21.92364081	22.3403134	18.46177511	9.800872337	7.371564077	4.365410375	72.0216	70.5132	68.3556	1
GEMS5	196.4311311	66.74197398	9.057678948	80.80691357	33.85855384	9.999999999	6.430266995	9.999999999	3.894151962	80.80691357	9.999999999	20.51788754	23.77015721	26.5184155	9.659476823	7.780280421	4.311815595	69.7742	67.3034	65.5348	1
GEMS50	187.3758424	70.37784318	8.236986827	71.24973197	25.49012663	8.041439319	6.121260744	9.999999999	3.801715027	71.24973197	9.999999999	22.34228206	24.96169371	17.47095846	10.12069552	8.192678895	4.486703825	72.7707	69.3095	66.7437	1
GEMS51	209.0587624	81.05288856	8.349783375	79.63834988	33.8922975	5.46996435	5.906377087	9.999999999	3.911990669	79.63834988	9.999999999	26.33039085	23.53184991	18.76869474	9.514741717	8.163137796	4.593008374	73.8944	69.7107	67.1467	1
GEMS52	188.5063194	66.67176652	7.595213368	75.73618185	32.0363963	6.718966478	5.732339084	9.999999999	3.743333805	75.73618185	9.999999999	20.10805979	22.57862071	16.17989435	10.31347159	8.309453815	4.883353688	72.7707	70.11197	67.5496	0
GEMS53	182.2670747	54.39774608	8.610382294	73.19038238	30.41670071	8.81288181	6.49686317	9.999999999	3.827662237	73.19038238	9.999999999	22.21007956	23.29354261	16.9138326	9.136501876	7.817492708	4.434310314	71.647	67.3034	65.5348	1
GEMS54	183.4902137	69.62048013	7.960829763	64.19661541	31.29403583	9.5843243	5.291028433	9.999999999	3.4708881	64.19661541	9.999999999	26.68293085	20.1955477	16.52684698	8.502748951	7.976531859	4.445130636	73.5199	70.11197	67.5496	1
GEMS55	185.6699782	74.87199867	8.750405595	57.4773742	25.52387028	8.041439319	5.061049644	9.999999999	3.675222378	57.4773742	9.999999999	21.2185608	20.9104696	16.00975412	8.889036449	7.529101715	4.538906763	68.6506	66.9021	63.9229	0
GEMS56	195.0791476	69.67576852	7.595213368	70.33157478	33.45362995	6.886899537	5.51479158	9.999999999	3.782254619	70.33157478	9.999999999	22.80499082	29.01291782	17.78121418	9.243133321	8.192825104	5.260261579	72.0216	69.3095	66.7437	1
GEMS57	200.0087687	73.78553812	7.808165471	72.59566693	34.33096506	8.247157317	5.402910007	9.999999999	3.534134425	72.59566693	9.999999999	25.80158085	25.91492291	14.21827756	9.589182537	8.625411595	4.798594497	70.8979	67.7046	64.3259	1
GEMS58	179.0547902	66.29089101	8.579266005	71.85488102	29.97803316	9.999999999	5.676398298	9.999999999	4.100107941	71.85488102	9.999999999	23.15753082	25.43830831	16.20658301	9.61533742	8.633893683	4.560547407	70.5234	66.5009	64.3259	1
GEMS59	206.0997542	77.4898596	8.937103328	70.20637153	33.38614263	4.367903649	6.049336876	9.999999999	3.788741422	70.20637153	9.999999999	26.15412085	24.72338641	19.4626	9.191525002	8.892283448	4.819555618	72.7707	69.7107	67.1467	NA
GEMS6	192.1695592	67.07721464	8.637609047	78.30284852	35.91691699	9.999999999	5.63910444	9.999999999	3.767659314	78.30284852	9.999999999	23.53210457	24.00846451	17.04727593	8.834669656	8.520388396	4.427467489	70.8979	68.9083	66.3407	NA
GEMS60	195.5424579	73.69339082	8.5248125	73.67032818	34.06101579	8.849617167	4.762698781	9.999999999	3.688195983	73.67032818	9.999999999	22.65075456	21.8636988	16.33335416	9.72680802	8.35837471	4.912641289	69.7742	66.9021	64.7289	1
GEMS61	212.8579065	89.26014146	8.085294919	71.04105988	32.8462441	9.999999999	5.869083229	9.999999999	3.945722042	71.04105988	9.999999999	25.67378509	19.4806258	18.34167612	9.894993472	8.001978123	4.60743547	72.3962	70.5132	68.3556	0
GEMS62	195.1841646	84.3271893	7.599102904	70.08116828	32.10388362	6.503802246	5.085912215	9.999999999	3.611003034	70.08116828	9.999999999	20.38568504	22.1020061	15.96187617	9.571946267	8.11903631	4.718007613	69.0251	66.5009	64.3259	NA
GEMS63	192.3425284	62.77700728	8.190312394	69.91423061	31.3952668	8.4822636	5.980964803	9.999999999	3.917504451	69.91423061	9.999999999	21.5094063	21.6253915	15.72822187	10.09712961	7.780280421	4.387976598	73.5199	69.7107	66.3407	1
GEMS64	206.9425376	70.26551124	7.606881977	68.87087017	31.21979978	9.999999999	6.289971054	9.999999999	3.67846578	68.87087017	9.999999999	24.56769083	19.9572404	20.1954696	10.27725714	7.465486054	4.239544514	74.6435	68.9083	66.7437	0
GEMS65	200.1579105	71.74250082	7.669114554	71.06192709	31.96890899	7.380202899	5.604474429	9.999999999	3.918477471	71.06192709	9.999999999	20.7955128	21.3870842	18.54876309	9.331657539	7.391267784	4.445130636	72.7707	69.7107	65.9378	1
GEMS66	178.0893399	64.77440972	7.921934402	70.15072564	28.86449244	7.967968606	5.980076854	9.999999999	4.210383583	70.15072564	9.999999999	19.76433329	24.24677181	21.94464574	9.28739543	7.401870394	4.481198377	72.7707	69.7107	67.1467	0
GEMS9	188.7595957	65.0008288	7.455190068	73.46165609	34.73588896	9.999999999	6.049336876	9.999999999	3.719008295	73.46165609	9.999999999	24.58972458	22.81692801	15.47931692	9.522789374	8.332779557	4.578581278	72.7707	71.7169	67.9526	1
GY1007	150.6275352	58.3817126	8.90778459	62.75042648	29.57937996	9.999999999	4.983528444	9.999999999	4.028571182	62.75042648	9.999999999	24.95610827	21.27232289	23.08002899	8.965140688	7.449805325	4.602682481	71.4785	67.6847	64.6933	1
GY1032	163.1628926	64.01048044	8.191858203	67.06295726	31.84375119	9.999999999	5.084609643	9.999999999	3.328977551	67.06295726	9.999999999	18.79657059	20.6775396	15.06673994	8.240647641	7.223474063	4.675577267	73.2038	69.1316	64.0239	1
GY220	172.461925	63.51346984	8.343658974	67.70599244	29.12101848	9.999999999	4.740500056	9.999999999	3.537813679	67.70599244	9.999999999	21.94567456	22.66872192	12.82713095	8.683174462	8.082215018	4.320277928	70.8845	68.6119	64.3968	1
GY237	194.7194213	55.38431829	7.306134669	65.71105936	27.88648611	7.848158682	5.953438384	9.999999999	3.867708516	65.71105936	9.999999999	19.24593382	21.70981054	13.57774962	8.49128055	7.636677381	4.593893385	67.2548	65.5513	63.9123	0
GY246	220.0665954	74.96086374	8.979335134	76.15979743	35.71255668	9.999999999	5.809590647	9.999999999	4.179246931	76.15979743	9.999999999	27.84631286	23.53184991	18.55518543	9.895136013	7.721366354	4.416184377	69.2906	66.0348	63.1043	0
GY386	203.9280116	73.40543764	8.912127082	71.15111673	32.24818024	9.928637993	5.275045351	9.999999999	3.719981316	71.15111673	9.999999999	22.43482381	24.00846451	18.02141215	8.885168054	8.999065196	4.892895844	67.9573	65.0135	61.9041	1
GY386B	197.1829806	71.54437705	8.463542595	68.03037027	32.28960307	9.999999999	5.662230592	9.999999999	3.86852104	68.03037027	9.999999999	21.43557413	24.93624004	16.17130032	9.087161646	8.277367867	4.602355719	70.1526	67.8678	64.5694	1
GY462	188.2256303	61.23186837	7.498355791	68.88843732	32.6603791	9.999999999	5.864535211	9.999999999	3.721450307	68.88843732	9.999999999	21.48849603	22.74494531	21.25180982	8.240647641	8.131777152	5.275965224	67.7432	66.2378	61.5694	0
GY798	186.3385206	67.38000836	7.486756309	73.68343032	34.27531121	9.999999999	5.154639468	9.999999999	3.634704236	73.68343032	9.999999999	21.3507633	19.7189331	16.07870332	7.76073706	6.955483474	4.718007613	73.5143	67.3234	62.2426	NA
GY923	165.2222284	54.98865042	7.962813345	62.59228944	27.86246797	9.026077115	5.993396089	9.999999999	3.529642187	62.59228944	9.999999999	24.78802833	21.1487769	15.49456757	8.632676064	7.367881948	4.461316824	72.7047	70.13327	66.1437	1
HB	154.290278	51.6945836	6.934474886	55.09213006	25.22123442	6.786806392	6.124692776	9.563033157	3.475972459	55.09213006	9.999999999	18.59739496	20.42132526	10.72275396	8.189000612	8.757166164	4.515208739	65.6017	64.5683	60.5653	0
HSBN	134.984846	43.81031189	6.715704409	65.69621674	26.43312516	8.269575491	4.685892871	9.999999999	3.46065289	65.69621674	9.999999999	22.14186444	19.03959793	12.27366702	7.557759146	7.915869041	4.573524567	64.531	59.8936	56.5489	0
HTH-17	132.5412817	35.31791862	8.006450224	58.44737379	28.49573656	4.099470428	5.232333181	9.999999999	3.506976347	58.44737379	9.999999999	19.77578625	27.42967861	8.89072302	8.889104784	8.331306027	5.181864683	71.0624	66.9056	64.6933	0
HU803	129.309528	44.09781162	9.008419009	70.60586716	26.22803596	6.485176601	4.491663775	9.999999999	3.749536183	70.60586716	9.999999999	19.34341565	25.69690053	13.29093258	8.633738918	8.797369743	5.677549222	72.026	70.3559	69.3792	0
HUA83-2	171.9836556	57.31783109	8.612444446	61.68888044	34.39058619	9.999999999	5.375679725	9.999999999	3.013670786	61.68888044	9.999999999	18.47867444	19.93858153	9.054021103	7.993889613	8.236008654	4.671601187	78.8786	76.7	73.3956	0
HUANGC	136.1755504	45.44687432	7.277944535	63.75320836	29.2223383	8.363285717	5.212226366	9.999999999	3.837213751	63.75320836	9.999999999	15.78109444	25.32357031	13.67169715	10.01220329	8.398070092	4.792633902	74.7028	70.8011	68.375	1
